mission,label,reason
Funds were transferred from the Foundation to the Seminary this year to support scholarships for women seminarians,1,"The summary mentions a seminary, which is a religious institution, and supports scholarships for women seminarians, indicating a religious context."
"TO PROVIDE INDIVIDUALS WITH OPPORTUNITIES TO EXPAND THEIR LEADERSHIP ABILITIES, DEVELOP AN ACTIVE NETWORK, INCREASE THEIR UNDERSTANDING OF PUBLIC ISSUES, AND ENHANCE THEIR KNOWLEDGE OF ENVIRONMENTAL CONCERNS.",0,"The summary focuses on leadership development, networking, public issues, and environmental concerns, which are secular activities without religious or faith-based motivation."
Church and missions,1,The summary mentions 'Church' which is a religious concept.
"GRANTS AWARDED RELATED TO INFRASTRUCTURE, INFORMATION AND HOSPITALERO TRAINING FOR THE CAMINO AND FOR LOCAL CHAPTER EVENTS ANNUAL NATIONAL GATHERING FOR MEMBERS AND THE PUBLIC. HELD IN HAMPTON, GEORGIA IN March 2017. PROFESSIONAL ORGANIZATIONAL SUPPORT to maintain membership records and to produce and ship credentials and patches.Expenses: $21,000",0,"The summary focuses on organizational support and training related to infrastructure and events, without mentioning any religious or faith-based concepts."
"IN 2020 THERE WAS AN ESTIMATED 3.5 MILLION CUBIC FEET OF SUPPLIES AND MATERIALS THAT WAS COLLECTED FROM THE LOCAL COMMUNITY, DIVERTED FROM THE LANDFILL AND REDISTRIBUTED OUT TO TEACHERS, THEIR STUDENTS AND THE COMMUNITY. THESE SUPPLIES AND MATERIALS MADE THEIR WAY TO OVER 2500 TEACHERS AND 75,000 STUDENTS TO USE FOR EDUCATIONAL PURPOSES. THE MATERIALS DISTRIBUTED WERE DOWN ABOUT 25% COMPARED TO 2019 DUE TO THE COVID-19 PANDEMIC. WE CLOSED BOTH OF OUR LOCATIONS AND HAD TO PUT A PAUSE ON OUR MOBILE PROGRAM. MATERIALS ARE SOLD FOR A NOMINAL COST IN ADDITION TO BEING FREE TO THE TEACHERS WE SERVE. OUR STORE IS OPEN 5 DAYS A WEEK. A TOTAL OF 75 INDIVIDUAL VOLUNTEERS PROVIDED ALMOST 4100 HOURS OF SERVICE TO OUR ORGANIZATION. IN ADDITION, 500 HOURS OF VOLUNTEER SERVICE WAS PROVIDED BY GROUPS. THE EXPENSES FOR OUR SERVICES ARE REFLECTED IN PAYROLL, TRUCK EXPENSES (GAS AND INSURANCE) AND FACILITY EXPENSES. IN 2020, TREASURES 4 TEACHERS CONTINUED TO OPERATE ITS SATELLITE LOCATION IN THE WEST VALLEY ON THE CAMPUS OF THE PENDERGAST SCHOOL DISTRICT. TREASURES 4 TEACHERS IS ALSO AN AFFILIATE OF THE KIDS IN NEED FOUNDATION WHERE WE ARE PROVIDED WITH BRAND NEW SCHOOL SUPPLIES TO GIVE AWAY TO TEACHERS ABSOLUTELY FREE. IN 2020 WE RECEIVED $1,308,325 WORTH OF SUPPLIES FROM THE KIDS IN NEED FOUNDATION. THESE ITEMS INCLUDE SCHOOL AND OFFICE SUPPLIES, CRAFT MATERIALS, CLEANING SUPPLIES, AND BOOKS. THE DONATIONS RECEIVED FROM KIDS IN NEED FOUNDATION WERE ALSO DOWN IN 2020 DUE TO THE PANDEMIC. ALTHOUGH TREASURES 4 TEACHERS WAS SEVERELY IMPACTED BY THE PANDEMIC FINANCIALLY AND WITH OUR PROGRAMMING, WE WERE STILL ABLE TO PROVIDE SERVICES TO THE TEACHERS AND STUDENTS REQUESTING IT. WE PROVIDED """"DRIVE-THRU GIVEAWAYS"""", AND WE PARTNERED WITH OTHER NONPROFIT ORGANIZATIONS SUCH AS, ICAN, LUTHERAN SOCIAL SERVICES, AND UNITED WAY. THROUGH THESE PARTNERSHIPS WE PROVIDED 6480 AT-HOME LEARNING KITS FOR STUDENTS THAT DESPERATELY NEEDED SUPPLIES AND ACTIVITIES TO DO AT HOME.",0,The summary focuses on educational supplies distribution and volunteer efforts without any mention of religious or faith-based concepts.
"THE EDUCATIONAL AND CHARITABLE PURPOSE OF STIMULATING, PROMOTING, ENCOURAGING AND SUSTAINING PUBLIC INTEREST IN /AND APPRECIATION OF VARIOUS FORMS OF MUSIC AND ART.",0,"The summary focuses on promoting interest in music and art, which are secular activities, without any mention of religious or faith-based concepts."
A HOUSE WAS COMPLETED FOR A LOW INCOME FAMILY,0,"The summary focuses on providing housing for a low-income family, which is a secular activity and does not mention any religious or faith-based concepts."
"SWWDC'S MISSION IS TO PREPARE AND PROMOTE A SKILLED AND ADAPTIVE WORKFORCE FOR A HEALTHY, SUSTAINABLE ECONOMY IN SOUTHWEST WASHINGTON. SWWDC AND ITS COMMUNITY PARTNERS PROVIDE JOB SEARCH ASSISTANCE, EDUCATION AND DIRECT TRAINING TO INDIVIDUALS AND CANDIDATE RECRUITING, HIRING AND TRAINING SERVICES TO BUSINESSES. WITH SWWDC CONTRACTED FUNDS, WORKSOURCE CENTERS SERVED 1,137 INDIVIDUALS THROUGH THE WIA ADULT & DISLOCATED WORKER PROGRAMS, WITH 91 PERCENT ATTAINING EMPLOYMENT. YOUTH PROGRAMS SUPPORTED BY SWWDC HELPED PREPARE APPROXIMATELY 725 YOUTH, AGES 16-21, TO BE OUR FUTURE WORKFORCE THROUGH INTERNSHIPS, MENTORING, JOB TRAINING AND SKILLS DEVELOPMENT. GEDS OR HIGH SCHOOL DIPLOMAS WERE ATTAINED BY 120 STUDENTS AND 78 PERCENT OF THOSE EXITING THE WIA YOUTH PROGRAM WERE EMPLOYED OR ENROLLED IN POST-SECONDARY EDUCATION. LOCAL COMPANIES BENEFITTED FROM SWWDC-SUPPORTED PROGRAMS THAT ENABLED THEM TO TRAIN EXISTING WORKERS IN A VARIETY OF SUBJECTS TO ENHANCE COMPANY SUSTAINABILITY AND PROFITABILITY. APPROXIMATELY 250 EXISTING EMPLOYEES RECEIVED TRAINING.",0,"The summary focuses on workforce development, job training, and education, with no mention of religious or faith-based concepts."
Educational aid payments,0,"The summary focuses on educational aid, which is a secular activity and does not mention any religious or faith-based concepts."
housing food and utilities for 3-10 live-in volunteer staff and maintenance of a training center serving an average of 30-50 non-residential youth from local churches giving priority to the needs of the disadvantaged,1,"The summary mentions 'local churches' and emphasizes serving the disadvantaged, which reflects a faith-based motivation."
"PROVIDE FOOD, CLOTHING, AND EMERGENCY SHELTER FOR THE NEEDY WE WE SERVE APPROXIMATELY 500 FAMILIES EACH MONTH",0,"The summary focuses on providing basic needs such as food, clothing, and shelter, which are secular activities without any mention of religious or faith-based motivations."
"PROVIDE COVERAGE OF PRESS CONFERENCES, PUBLIC POLICY EVENTS TAKING PLACE ACROSS ILLINOIS, AND ILLINOIS ISSUES AND CONGRESSIONAL DELEGATION IN WASHINGTON DC",0,"The summary focuses on secular activities related to press coverage and public policy, with no mention of religious or faith-based concepts."
"Bronx Charter School for the Arts is founded on the principle that arts education is a catalyst for the academic and social success of all students. In this context, the school's primary purpose is to promote art education as part of an overall balanced curriculum.",0,The summary focuses on arts education and academic success without any mention of religious or faith-based concepts.
"Summary of the organizational Mission, Goals and History. Mentoring Brother 2 Brother, Inc. was created in 1999 with the mission and vision to successfully empower at-risk young African American young men between the crucial ages of 6 to 18, strategizing them through educational tutoring, mentoring programs and community service projects to be a positive catalyst in directing their paths away from negative peer and community influences, gangs and unacceptable moral behavior, and empowering them to become articulate, productive and responsible young men. In January 2010, a team of 6th and 7th grade MB2B Mentees placed second place in the African American Male Youth Academic Bowl sponsored by The Dallas County Community College District, Project Still I Rise, Inc., and the University of Texas at Dallas. MB2B again was honored to participate in the second African American Male Youth Academic Bowl in January 2011 and had one team to place Second in overall competition.",0,The summary focuses on educational mentoring and community service for at-risk youth without any mention of religious or faith-based concepts.
"DURING CALENDAR YEAR 2021 THE FOUNDATION PROVIDED MONETARY SUPPORT TO SIXTY (60) OPERATING PUBLIC CHARITIES (DISCLOSED ON SCH. O) PROVIDING PROGRAMS & SERVICES, INCLUDING BUT NOT LIMITED TO: -LIFE SAVING MEDICAL TREATMENTS FOR CHILDREN WITH CHRONIC/CATASTROPHIC ILLNESSES (14 CHARITIES) -FOOD,CLOTHING,SUPPLIES,SHELTER & SERVICES FOR THE INDIGENT (10 CHARITIES) -AID TO DISABLED/INJURED VETERANS & THEIR FAMILIES (3 CHARITIES) -EDUCATIONAL INSTITUTIONS (3 CHARITY) -MEDICAL/SCIENTIFIC RESEARCH SEEKING CURES FOR CHRONIC DISEASES (4 CHARITIES) -ANIMAL RESCUE,SHELTER & ADOPTION (4 CHARITIES) -RESCUE & REFUGE FOR THE OPPRESSED (3 CHARITIES) -JEWISH HERITAGE,CULTURE,IDEALS & VALUES (19 CHARITIES)",0,"The summary focuses on secular charitable activities such as medical treatments, food and shelter for the indigent, and educational institutions, without any mention of religious or faith-based motivations."
"Promoted the welfare of children and youth in the home, school, and community by raising funds for books, supplies, and educational equipment.",0,The summary focuses on promoting welfare and education for children and youth without any mention of religious or faith-based concepts.
"THE SUPPORT CENTER HELPS OVER 100 WOMEN ANNUALLY WHO ARE IN NEED. THE CENTER PROVIDES LAB TESTING, SUPPORT AND COUNSELING TO WOMEN TO HELP THEM MAKE GOOD DECISIONS FOR THEIR UNBORN CHILDREN AND THEMSELVES. THE SUPPORT CENTER RECIEVES USE OF ITS FACILTIES AT A DISCOUNTED RATE, SAVING THE FACILITY $6,000 ANNUALLY.",0,"The summary focuses on healthcare and support services for women, without any mention of religious or faith-based concepts."
"Cheerleading materials supplies. Coaching, sunshine and hospitality special school events. All expesnes incurred to promote physical and emotional welfare of approximately 100 youth through cheerleading activities.",0,"The summary focuses on cheerleading activities and promoting physical and emotional welfare, which are secular in nature."
"PUBLIC EDUC- THE COALITION MONITORS THE ACTIVITIES OF THE CDFI FUND, THE FEDERAL PROGRAM CREATED TO SUPPORT CDFIS NATIONWIDE. THE CDFI COALITION PROMOTES SOUND PUBLIC POLICY RE- CDFIS. COMMUN & WEBSITE- THE COALITION OPERATES A WEBSITE ON COMMUNITY DEVELOPMENT FINANCE AND PUBLISHES AN E-NEWSLETTER TO INFORM THOSE IN THE INDUSTRY AND THE GENERAL PUBLIC ISSUES AFFECTING CDFIS. INDUSTRY LEADERSHIP FORUM- THE COALITION CONVENES REGULAR MEETINGS OF CDFI INDUSTRY LEADERS TO FACILITATE COMMUNICATIONS ACCROSS CDFI SECTORS AND FOSTER COLLABORATION ON CDFI ISSUES.",0,The summary focuses on community development finance and does not mention any religious or faith-based concepts.
PROVIDE SCREENING AND DIAGNOSIS TO COAL MINERS WITH RESPIRATORY ILLNESS AND/OR LUNG DISEASE. PROVIDE MINORS WITH MEDICAL SERVICES AND BLACK LUNG BENEFITS ASSISTANCE. EDUCATE AND SUPPORT PATIENTS WHO ARE LIVING WITH CHRONIC RESPIRATORY CONDITIONS. PROVIDE FLU VACINES TO UMWA CLINICS. PROVIDE SCREENING AND DIAGNOSIS TO PATIENTS WITH LUNG DISEASE. EDUCATE AND PROVIDE BENEFIT COUNSELING TO LUNG DISEASE PATIENTS. PROVIDE FLU VACINES TO UMWA CLINICS.,0,"The summary focuses on healthcare services for coal miners and patients with respiratory illnesses, with no mention of religious or faith-based concepts."
"Cheerleading Programs: The Booster Club raise funds through sponsorships, fundraising, and athlete activities. After related expenses were paid, all funds were used to pay the competition expenses for our athletes (200 athletes)",0,The summary focuses on cheerleading programs and fundraising activities without any mention of religious or faith-based concepts.
"To meet the individual needs of abused and neglected children. Our goal is to stabilize children by developing custom family plans and teaching foster families and biological parents how to develop coping skills and resources necessary for families to remain safe and healthy in their community. Our program delivery uses a Wraparound approach. Wraparound is a philosophy and a planning process which identifies and works to create a custom fit of support and opportunity for the child and their family system. This is accomplished by being client and family centered, needs driven, strength based and flexible. The Wraparound team supports foster children and families through culturally relevant, individualized, community based plans. The family plan is designed to ensure safety in the community and achievement of the child and family's vision and goals for their future.",0,"The summary focuses on providing support and resources for abused and neglected children through a community-based approach, without any mention of religious or faith-based concepts."
"UGLY DUCKLING PRESSE LTD IS ANONPROFIT ART & PUBLISHING COLLECTIVE PRODUCING SMALL TO MID-SIZE EDITIONS OF NEW POETRY, TRANSLATIONS, LOST WOKRS AND ARTIST'S BOOKS. THE PRESSE FAVORS EMERGING, INTERNATIONAL AND FORGOTTEN WRITERS WITH WELL DEFINED FORMAL OR CONCEPTUAL PROJECTS THAT ARE DIFFICULT TO PLACE AT OTHER PRESSES. IN COLLABORATION WITH LOUDMOUTH COLLECTIVE, DEERHEAD RECORDS AND WITH VARIOUS VISUAL AND PERFORMANCE ARTISTS, UGLY DUCKLING PRESSE LTD ALSO HAS SUPPORTED AND PARTICIPATED IN THE CREATION OF WORKS OFF PAPER: THESE MAY BE PERFORMED OR THEY MAY EXIST ON DIGITAL VIDEO OR CD OR TREE BARK. ON OR OFF THE PAGE, UDP ENDEAVORS TO CREATE SPACES IN WHICH PEOPLE HAVE AN EXPERIENCE OF ART FREE OF EXPECTATION, COERCION AND UTILITY.",0,The summary focuses on art and publishing activities without any mention of religious or faith-based concepts.
"PROVIDED LOW INCOME HOUSING FACILITIES TO ELDERLY AND HANDICAPPED PERSONS, AS WELL AS SERVICES SPECIALLY DESIGNED TO MEET THEIR PHYSICAL, SOCIAL AND PSYCHOLOGICAL NEEDS. THIS IS ALSO DONE TO PROMOTE THEIR HEALTH, SECURITY, HAPPINESS, AND USEFULNESS IN LONGER LIVING.",0,"The summary focuses on providing low-income housing and services for elderly and handicapped persons, which are secular activities and do not mention any religious or faith-based motivations."
"CREATED FOR THE PURPOSE OF WORKING WITH LANDOWNERS, GOVERNMENT AGENCIES, CONSERVATION ORGANIZATIONS AND OTHER LAND TRUSTS TO RESTORE AND PRESERVE FOREVER WILD LANDSCAPES THROUGH CONSERVATION EASEMENTS, LAND ACQUISITIONS, DONATIONS AND OTHER PRESERVATION METHODS SUCH AS OUTREACH AND EDUCATION. THE ORGANIZATION BASES ITS LAND PROTECTION ON THE BEST AVAILABLE SCIENCE TO PRIORITIZE LAND BASED ON ITS ECOLOGICAL VALUE, CLIMATE RESILIENCE, AND OTHER FACTORS. WORKING IN ME, NH, VT, NY, MA, AND CT, THE ORGANIZATION IS FUNDED PRINCIPALLY BY GRANTS AND DONATIONS FROM THE PUBLIC. LAND ACQUISITION PROJECTS ARE FUNDED BY A VARIETY OF SOURCES, INCLUDING BUT NOT LIMITED TO PRIVATE CONTRIBUTIONS, GOVERNMENTAL GRANTS, AND LANDOWNER GIFTS.",0,The summary focuses on environmental conservation and land preservation activities without any mention of religious or faith-based concepts.
"Clare Oaks provides an assisted living facility as well as memory care services to older adults. It provides housing and supportive services by certified and licensed nursing staff including support for adl's, medication administration, onsite 24 hour security, dining, wellness programs, activities, transportation, health clinic, housekeeping, and a physical fitness venue.Clare Oaks provides an independent living facility that provides housing and supportive services including onsite 24 hour security, dining, wellness programs, activities, transportation, health clinic, housekeeping, and a physical fitness venue. Clare Oaks provides a skilled nursing facility that provides a 24 hour skilled nursing service (licensed in medicare and medicaid) in a modern healthcare center. The skilled nursing facility includes support for adl's, medication administration, onsite 24 hour security, dining, wellness programs, activities, transportation, a health clinic, housekeeping, and a physical fitness venue.",0,The summary focuses on healthcare and supportive services for older adults without any mention of religious or faith-based concepts.
TO ADVANCE THE PROCESS OF RECOVERY FROM MENTAL ILLNESS BY PROMOTING THE WELFARE OF THE MENTALLY ILL AND BY INCREASING PARTICIPATION OF THESE INDIVIDUALS IN THE NORMAL ACTIVITIES OF LIFE.,0,"The summary focuses on mental health recovery and participation in normal activities, which are secular in nature and do not mention any religious or faith-based concepts."
"Non-operating lease interest expense of $1,115,053. Non-operating lease interest revenue of $1,115,053. Collected annual payments on direct financing lease from Mono County and made debt service payments on the underlying obligation.",0,The summary focuses on financial transactions related to leases and does not mention any religious or faith-based concepts.
Stream Restoration Project to stop the flow of storm water from the Winchester community into Chase Creek Stream Restoration project to stop the flow of storm water from the Annapolis SPCA into Back Creek Stream Restoration project to stop the flow of storm water from the Jabez into the headwaters of the Severn River,0,The summary focuses on environmental restoration activities and does not mention any religious or faith-based concepts.
SCHOOL FOR THE EDUCATION OF CHILDREN IN GRADES K-8.,0,The summary focuses on education for children and does not mention any religious or faith-based concepts.
To provide free legal representation to individuals in Chicago police,0,"The summary focuses on providing legal representation, which is a secular activity and does not mention any religious or faith-based concepts."
"THE MISSION OF LOVE INC OF GREATER SHELDON IS TO MOBILIZE LOCAL CHURCHES TO TRANSFORM LIVES AND COMMUNITIES IN THE NAME OF CHRIST. LOVE INC PARTNERS WITH 21 AREA CHURCHES TO SERVE THOSE IN NEED IN NORTHWEST IOWA. IN 2011, THE LOVING HELP MINISTRY SERVED 63 CLIENTS. ADDITIONALLY, 2,282 NEEDS WERE MET IN 2011. EXAMPLES INCLUDE: TRANSPORTATION, FURNITURE, BEDDING, FRIDAY BACKPACKS, WINTER ATTIRE, SCHOOL SUPPLIES, CHRISTMAS GIFTS, THANKSGIVING BOXES, AND VARIOUS RTF MINISTRIES. THE FINANCIAL SUPPORT RECEIVED IS TO ASSIST WITH THE COSTS OF OPERATION OF THESE MINISTRIES. THE MISSION OF LOVE INC OF GREATER SHELDON IS TO MOBILIZE LOCAL CHURCHES TO TRANSFORM LIVES AND COMMUNITIES IN THE NAME OF CHRIST. LOVE INC PARTNERS WITH 21 AREA CHURCHES TO SERVE THOSE IN NEED IN NORTHWEST IOWA. IN 2011, THE LOVING HELP MINISTRY SERVED 63 CLIENTS. ADDITIONALLY, 2,282 NEEDS WERE MET IN 2011. EXAMPLES INCLUDE: TRANSPORTATION, FURNITURE, BEDDING, FRIDAY BACKPACKS, WINTER ATTIRE, SCHOOL SUPPLIES, CHRISTMAS GIFTS, THANKSGIVING BOXES, AND VARIOUS RTF MINISTRIES. THE FINANCIAL SUPPORT RECEIVED IS TO ASSIST WITH THE COSTS OF OPERATION OF THESE MINISTRIES.",1,"The summary mentions 'local churches', 'in the name of Christ', and describes a mission focused on serving those in need through faith-based initiatives."
"THE FOUNDATION OPERATES A SCHOOL AND BOARDING HOUSE FACILITY IN KENYA FOR APPROX. 250 STUDENTS IN GRADES 9 THROUGH 12. THE SCHOOL OPENED ITS DOORS TO STUDENTS ON JANUARY 1, 2004 AND BEGAN OPERATIONS AT THAT TIME.",0,"The summary focuses on operating a school and boarding house, which are secular activities, without any mention of religious or faith-based motivations."
SUPPORT ARTISTS,0,"The summary focuses on supporting artists, which is a secular activity and does not mention any religious or faith-based concepts."
"DATA MANAGEMENT FOR CANCER RESEARCH PROGRAM - THE ORGANIZATION HAS JOINED WITH OTHER CANCER RESEARCH GROUPS COUNTRYWIDE TO COLLECT AND ORGANIZE CANCER RESEARCH DATA. THE ORGANIZATION PROVIDES A COMPUTER AND COVERS THE COSTS OF A PART-TIME DATA MANAGER AND PART-TIME RESEARCH NURSE TO COLLECT , ORGANIZE AND SUBMIT DATA IN REQUIRED FORMAT FOR COMPILATION BY A CENTRAL DATA MANAGEMENT OFFICE. THE RESEARCH NURSE ALSO TREATS PATIENTS WHO GO ON CLINICAL TRIALS. PATIENTS WHO DESIRE EXPERIMENTAL TREATMENTS HAVE THE OPTION OF SOME LOCAL TRIALS OR MAY BE REFERRED TO OTHER CANCER CENTERS. PATIENTS ARE BEST SERVED WHEN A LOCAL PHYSICIAN HELPS THEM FIND A CLINICAL TRIAL AT ANOTHER CENTER. THE ORGANIZATION PROVIDES THIS SERVICE TO ALL CANCER PATIENTS IN SAN LUIS OBISPO COUNTY FROM CUESTA GRADE TO THE SANTA BARBARA COUNTY LINE.",0,The summary focuses on cancer research and healthcare services without any mention of religious or faith-based concepts.
"Funded the operation of five houses in San Miguel, Cozumel, Quintana Roo, Mexico, housing 37 abandoned, abused, or orphaned children.Provided total needs of children: food, housing, medical, educational, and spiritual.Collaborated with the State Department of Social Services in Quintana Roo, Mexico. Care includes coaching and counseling for transition from youth to adulthood.In 2023, nine new minor children were added; four young adults graduated with college degrees; two young adults graduated high school; two young adults exited our care.",1,"The summary mentions 'spiritual' care, indicating a religious aspect in the support provided to the children."
HOST ONE FUNDRAISER ONLY. A SHOWCHOIR INVITIATIONAL AND THE PROCEEDS BENEFIT APPROXIMATELY 400 STUDENTS FROM TWO DAVENPORT IOWA HIGH SCHOOLS,0,The summary focuses on a fundraiser for high school students and does not mention any religious or faith-based concepts.
"TO RUN A YOUTH BASKETBALL PROGRAM FOR SUDBURY, MA RESIDENTS IN GRADES 3 - 8",0,"The summary focuses on a youth basketball program, which is a secular activity and does not mention any religious or faith-based concepts."
"SCHOLARSHIP PROGRAM: TO PROVIDE FINANCIAL ASSISTANCE FOR POST-REHABILITATIVE EXERCISE TO INDIVIDUALS RECOVERING FROM A LIFE CHANGING INJURY OR ILLNESS.DURING THE 2022 FISCAL YEAR, OVER 100 INDIVIDUAL SCHOLARSHIPS WERE PROVIDED FOR POST REHABILITATIVE EXERCISE. THIS IS THE EQUIVALENT OF OVER 3,000 HOURS OF POST REHABILITATION EXERCISE OVER A ONE YEAR PERIOD. THE RESULTS OF WHICH ARE INCREASED MOBILITY, STRENGTH, AND INCREASED CONFIDENCE TO OUR SCHOLARSHIP RECIPIENTS. THE DEMAND FOR SCHOLARSHIP STILL EXCEEDS OUR SUPPLY OF SCHOLARSHIPS. WE WILL CONTINUE TO GROW THE ORGANIZATION TO PROVIDE MORE SCHOLARSHIPS AS IT BECOMES FISCALLY POSSIBLE. OUR ANNUAL ACHIEVEMENT NIGHT TO HONOR THOSE INDIVIDUALS WHO HAVE DISPLAYED COURAGE, DESIRE, AND PERSEVERANCE IN FIGHTING BACK FROM THEIR LIFE ALTERING MEDICAL ISSUE.",0,The summary focuses on providing financial assistance for post-rehabilitative exercise and does not mention any religious or faith-based concepts.
"RITES OF PASSAGE PROGRAM: Trained staff and volunteers provided leadership development, tutoring, life-skills, career and job readiness to at risk youth ages 7-18. Total served 155 youth. PANDEMIC HEALTH NAVIGATOR PROGRAM: Pandemic Health Navigators (PHN) staff assisted individuals and families that were impacted by the COVID-19 pandemic. Staff provided food, rental assistance, utilities, household items etc. for people in isolation or quarantine. CHW's also provided the public with information on how to stay safe from COVID and where to get vaccinated. Education and outreach served spproximately 5,000 people. DCFS Intact Family Services: AAMOU provided comprehensive services to at-risk families to help children stay safe from threats of abuse and neglect. Professional staff assisted families in developing a success plan that's in the child best interest. Staff linked the children and parent(s) with community based supportive services to help them improve their mental and physical health. Referrals include but not limited to: Aurora Township Youth Services, East Aurora Counseling, Mutual Ground, Breaking Free, AAMOU etc. 300 families served. All other direct services are related to the planning, marketing, and implementation of the programs, services and deliverables that are required of the grantor. Some funding has been received in advance.",0,"The summary focuses on secular activities such as leadership development, tutoring, health assistance, and family services without any mention of religious or faith-based concepts."
"FUNDS ARE RAISED BY GOLF, BOWLING AND SIMILAR TOURNAMENTS AND CONTRIBUTIONS FROM THE GENERAL PUBLIC. FUNDS WERE SPENT ON THE INSTALLATION OF HANDICAP EQUIPMENT.",0,"The summary focuses on fundraising through sports tournaments and the installation of handicap equipment, which are secular activities without any religious or faith-based motivation."
TO EMPLOY TROUBLED YOUTHS IN PART TIME JOBS.,0,"The summary focuses on employing troubled youths in part-time jobs, which is a secular activity and does not mention any religious or faith-based concepts."
"The organization is an Association of Churches and has as its mission to enable every child to hear the truth and have a choice to follow Jesus. It advances Christian Education by recruiting committed churches to advance Christian education. It provides, guidance, resources, support, and opportunities for churches to assist children in their communities and aid local schools through methods, that include important volunteer support, and after school programs. Currently, the organization assists in several schools and districts servicing hundreds of students in these after school programs. These were the major focus and accomplishment(s) of the organization during the tax period.",1,"The summary mentions Jesus, Christian education, and the mission of churches, indicating a religious focus."
MISSION DENTAL PROVIDED LOW COST EQUIPMENT TO QUALIFIED REQUESTING ORGANIZATIONS AND FACILITATED THE EFFORTS OF VOLUNTEER DENTAL PROFESSIONALS FOR THE DELIVERY OF DENTAL SERVICES TO UNDER SERVED AND NEEDY POPULATIONS THROUGH THE PROVISION OF PORTABLE DENTAL EQUIPMENT. HUNDREDS OF HOURS OF DENTAL SERVICE BY PROFESSIONALS WERE PROVIDED. MISSION DENTAL PROVIDES GRANTS TO LOCAL ROTARY CLUBS TO SUPPORT THEIR COMMUNITY SERVICE EFFORTS.,0,The summary focuses on providing dental services and support to community service efforts without any mention of religious or faith-based concepts.
"FRESH START YOUTH CENTER DBA MOLLIE'S HOUSE STRIVES TO RESCUE, PROTECT AND RESTORE THE LIVES OF YOUNG LADIES WHO ARE VICTIMS OF SEXUAL AND DOMESTIC TRAFFICKING. IT IS OUR GOAL TO NOT ONLY PROVIDE A SAFE ENVIRONMENT BUT ALSO EQUIP THEM TO DEVELOP THEIR FULLEST POTENTIAL. MOLLIE'S HOUSE OFFERS A COMPREHENSIVE THERAPEUTIC PROGRAM, INTENSIVE CARE COORDINATION, HOME-BASED SERVICES, AND EDUCATIONAL SUPPORT. THROUGH LOCAL PARTNERSHIP, MOLLIE'S GIRLS CAN IMPROVE THEIR LITERACY SKILLS THROUGH A PROFESSIONALLY MANAGED ONLINE CLASS AND COUNSELORS. WE HOPE TO IMPROVE EACH PERSON'S READING ABILITY BY 70%. THIS COMBINATION FOSTERS ENHANCED GROUP COOPERATION AND SELF-REFLECTION TO DREAM BIG. MOLLIE'S HOUSE IS CALLED UPON BY POLICE TO PROVIDE EMERGENCY PLACEMENT FOR YOUNG GIRLS. WITHIN 24-48 HOURS GIRLS ARE IN THE HOUSE AND BEGINNING A PROGRAM.",0,"The summary focuses on providing support and services for victims of trafficking, which is a secular activity and does not mention any religious or faith-based concepts."
