mission,label,reason
make a difference 2020 strives,0,The mission does not mention any religious concepts or focus on faith-based activities.
support the music education of area youth,0,"The mission focuses on music education, which is a secular activity and does not mention any religious or faith-based concepts."
provide backpacks & supplies to children in need,0,"The mission focuses on providing supplies to children in need, which is a secular activity."
cancer research and assisting cancer patients,0,"The mission focuses on healthcare and cancer research, which are secular activities."
intellectually defend the christian faith from all other worldviews and bring the gospel of jesus christ to unbelieving hearts and minds,1,The mission explicitly mentions the Christian faith and the gospel of Jesus Christ.
the advancement of education at alma meter ollss,0,"The mission focuses on education, which is a secular activity and does not mention any religious or faith-based concepts."
the organization is form exclusively for charitable and educational purposes the organization will disseminate information to local youth of the consequences of gang violence drug abuse and truancy the organization will offer instruction on boating safety and fishing fundamentals for the benefit of the youth of canarsie brooklyn,0,"The mission focuses on charitable and educational purposes related to youth, gang violence, drug abuse, and boating safety, without any religious or faith-based motivation."
provide housing transportation and supportive services to persons with mrdd,0,"The mission focuses on providing housing, transportation, and supportive services, which are secular activities and do not indicate a religious motivation."
to educate support & promote the health and well-being of children,0,"The mission focuses on education and health, which are secular activities and do not indicate a religious motivation."
business support for women and minority owned business,0,"The mission focuses on business support for women and minority-owned businesses, which is a secular activity."
to provide housing for the low-income elderly and handicapped populations,0,"The mission focuses on providing housing for low-income elderly and handicapped populations, which is a secular activity."
the school provides education for the exceptional student by providing a structured learning environment which is administered by professional educators,0,"The mission focuses on providing education in a structured learning environment, which is a secular activity."
the organization acquires owns maintains and operates nursing homes senior living facilities and/or assisted living facilities and related facilities providing health care or other services to the elderly and infirm or disabled and/or disadvantaged persons throughout the united states the organization also develops and deploys educational programs and supporting research in the area of learning science and innovative educational programs and tools in a variety of media for training and educational purposes,0,The mission focuses on healthcare and educational programs without any religious or faith-based motivation.
foster the creation of a resilient system of commerce based on the principles of sustainable materials management,0,"The mission focuses on sustainable commerce and materials management, which are secular activities."
the organization's purpose is to create and distribute music to facilitate healing within a christian ministry,1,"The mission mentions 'christian ministry', indicating a religious focus."
training instructing & coaching youths in,0,"The mission focuses on training and coaching youths, which is a secular activity."
to provide education/training programs for youth cultural enhancement and job opportunities,0,"The mission focuses on education and job opportunities, which are secular activities."
youth hockey,0,The mission focuses on a secular activity related to sports and does not mention any religious or faith-based concepts.
democracy now productions inc produces a daily national listener-sponsored / non-commercial public radio and television news show democracy now productions inc fulfills its mission by training journalist interns and community video producers in the art of civic journalism,0,"The mission focuses on producing a news show and training journalists, which are secular activities."
the institute's purpose is to encourage facilitate and support efforts both public and private to offer cultural programs and events for the education and enjoyment of the residents of the town of huntington and to cooperate with public and private agencies in the marketing and promotion of such programs and events in order to ensure access to them by all residents of the community,0,The mission focuses on cultural programs and community education without any religious or faith-based elements.
proclaim the gospel of jesus christ,1,"The mission mentions the gospel of Jesus Christ, which is a religious concept."
see schedule o:the mission of first coast no more homeless pets is to make veterinary care affordable and accessible to all as we save lives by keeping dogs and cats in homes and out of shelters provide low-cost spay/neuter services with emphasis on feral/community cats and deliver a broad range of related programs and services,0,"The mission focuses on providing veterinary care and services for pets, which is a secular activity and does not mention any religious or faith-based concepts."
the georgia goodwill association was formed to uniformly present goodwill's mission across the state of georgia; to facilitate communications among the goodwill industries entities in georgia; to formulate means for goodwill industries to assist each other with local opportunities and needs each may have; to create one voice for negotiation and communication of contracts and services with other entities for the entire state,0,"The mission focuses on facilitating communication and collaboration among goodwill industries, which is a secular activity."
provide education to primary/secondary school students,0,"The mission focuses on providing education, which is a secular activity and does not mention any religious or faith-based concepts."
we are an organization that ministers to unmarried adults spiritually mentally physically economically and socially we employ a variety of vehicles to teach single adults who they are in christ and their vital role in god's kingdom these include media seminars prayer meetings and gatherings we are especially committed to addressing the special needs of the single parent,1,"The mission mentions 'ministers', 'spiritually', 'in Christ', and 'God's kingdom', indicating a religious focus."
school education of children in grades from kindergarten through twelfth,0,The mission focuses on secular education for children and does not mention any religious or faith-based concepts.
educational research/consulting/training for schools communities parents and at-risk population,0,"The mission focuses on educational research and training, which are secular activities and do not indicate a religious motivation."
religious charitable education,1,"The mission mentions 'religious' and 'charitable', indicating a faith-based focus."
provide help to single homeless women,0,The mission focuses on providing help to a specific demographic (single homeless women) without any religious or faith-based language.
to break the generational cycle of incarceration among children of inmates through awareness self esteem and education,0,"The mission focuses on breaking the cycle of incarceration through awareness, self-esteem, and education, which are secular activities."
to provide a three-year montessori preschool experience awaken a love of learning and assist in the developmental growth of children,0,"The mission focuses on providing a preschool experience and developmental growth for children, which is a secular activity."
guiding our youth and outdoorsmen to a relationship with christ through experiences in god's great outdoors,1,"The mission mentions a relationship with Christ and experiences in God's creation, indicating a religious focus."
broadcast ministry,1,"The mission mentions 'ministry', which is a religious concept."
to develop and restore strong connected families through three primary programs: restorative development and specialized services see attachment of program accomplishments,0,"The mission focuses on family development and specialized services, which are secular activities and do not indicate a religious motivation."
promote jewish awareness,1,"The mission mentions 'Jewish', which is a religious identity and implies a focus on religious awareness."
mentoring to at-risk youths,0,"The mission focuses on mentoring at-risk youths, which is a secular activity and does not indicate a religious motivation."
to provide support to incarcerated men,0,"The mission focuses on providing support to incarcerated men, which is a secular activity and does not mention any religious or faith-based motivation."
to be a strong advocate for childrens health education,0,"The mission focuses on children's health education, which is a secular activity and does not mention any religious or faith-based concepts."
to provide after school care for childre,0,"The mission focuses on providing after school care, which is a secular activity and does not indicate any religious motivation."
support for recovering narcotic addicts,0,"The mission focuses on support for recovering narcotic addicts, which is a secular activity and does not mention any religious or faith-based motivation."
to provide food to those in need throughout westchester putnam and fairfield counties,0,"The mission focuses on providing food to those in need, which is a secular activity and does not mention any religious or faith-based concepts."
help those who have lymphedema,0,The mission focuses on providing assistance for a specific medical condition and does not mention any religious or faith-based concepts.
the fbhs touchdown club is a group of parent volunteers who work to support the high school football program through volunteer hours as well as fundraising efforts to support the expenses of the football program,0,"The mission focuses on supporting a high school football program through volunteer work and fundraising, which are secular activities."
to advance civil and human rights for gay lesbian bisexual and transgender south carolinians through public education,0,"The mission focuses on civil and human rights and public education, which are secular activities."
to bring quality classical chamber music to fishers island ny,0,"The mission focuses on providing classical chamber music, which is a secular activity."
st joseph zion ministries was formed to secure funding for public housing development assist in childcare needs provide feeding programs and youth and young adult programs to teach important life skills that can contribute to successful citizenship,1,"The mission mentions 'ministries' and focuses on community betterment and assistance, which is typical of faith-based charities."
elementary school parent teacher association for the benefit of public education,0,The mission focuses on public education and does not mention any religious or faith-based concepts.
to provide scholarship and other financial support to students and graduates of paul laurence dunbar high school in washington dc,0,"The mission focuses on providing scholarships and financial support for education, which is a secular activity."
kids with cameras is a non-profit organization that teaches the art of photography to marginalized children in communities around the world we use photography to capture the imaginations of children to empower them building confidence self-esteem and hope we share their vision and voices with the world through exhibitions books websites and film by linking with local organizations we work to strengthen the children's education and general well-being providing financial support through sales of their prints or by developing our own homes with a focus on leadership and the arts,0,"The mission focuses on teaching photography and empowering marginalized children, which are secular activities and do not indicate a religious motivation."
to provice preschool education and extracurricular activities to students,0,"The mission focuses on preschool education and extracurricular activities, which are secular in nature."
pregnancy testing by qualified nurses /a limited ultrasound exam with pregnancy confirmation,0,"The mission focuses on healthcare services related to pregnancy testing and ultrasound exams, which are secular activities."
provides meaningful comprehensive educational support and charitable programs that serve the youth and their families in miami-dade county,0,The mission focuses on educational support and charitable programs without any religious or faith-based language.
community & world service primarily supporting women and children,0,The mission focuses on community and world service without explicit religious language or faith-based motivation.
the organization was formed exclusively for the advancement of dance education and for such other charitable purposes particularly for the support of dance education in the arts the nj civic youth ballet offers young talented dancers who are residents of nj an opportunity to perform classical and contemporary ballets in a pre-professional company the company is not affilliated with any one educational program & presently includes dancers from morris sussex & warren counties our mission is to maintain a reputation of high artistic quality in dance & continue to create art performed by youth for the general public,0,"The mission focuses on dance education and artistic performance, with no mention of religious or faith-based concepts."
educate school aged children and maintain sanctuary for injured wildlife,0,"The mission focuses on education and wildlife care, which are secular activities without religious or faith-based motivation."
religious organization,1,"The mission explicitly mentions 'religious', indicating a faith-based focus."
the entity operates a 36 unit low income housing project in richfield utah,0,"The mission focuses on providing low-income housing, which is a secular activity and does not indicate a religious motivation."
church special meetings,1,"The mission mentions 'church', indicating a religious context."
scientific education,0,The mission focuses on secular activities related to education and does not mention any religious or faith-based concepts.
provide outreach ministries for agencies such as hospitals schools nursing homes penal farms and other community service groups exlusively for religious charitable and educational purposes,1,The mission mentions outreach ministries and is focused on religious charitable purposes.
train dancers for competitions,0,"The mission focuses on training dancers for competitions, which is a secular activity."
training and development of member staffs,0,"The mission focuses on training and development, which is a secular activity and does not indicate any religious motivation."
operate high school focusing on international travel and outdoor activities,0,The mission focuses on education and outdoor activities without any religious or faith-based elements.
raise funds to provide help and support to needy and underprivileged children and their families who live within the boundaries of the aledo independent school district,0,"The mission focuses on providing help and support to needy children and families, which is a secular activity without religious motivation."
the corporation's specific purpose is to support affordable housing community development and economic development for california's economically disadvantaged individuals and communities by lending to investing in and directly acquiring such affordable housing and related community development real estate assets,0,The mission focuses on affordable housing and economic development without any religious or faith-based motivation.
see schedule,0,The mission does not provide any information about religious or faith-based activities.
provide fire and safety services,0,"The mission focuses on providing fire and safety services, which are secular activities and do not indicate a religious motivation."
rotary club to make donations to maintain city services and beautification awards,0,"The mission focuses on maintaining city services and beautification, which are secular activities."
portage bay insurance provides professional general automobile and employment practices liability insurance coverage to the university of washington and its affiliates the university of washington offers courses in the arts and sciences built environment business dentistry education engineering the environment graduate education information science law medicine nursing pharmacy public affairs public health and social work,0,"The mission focuses on providing insurance coverage and educational services, which are secular activities."
the purpose of this entity is to further the purposes or such other organizations and agencies by enabling the provision of office space and related services (such as meeting and conference rooms; internal and external communication systems etc) to multiple organizations on a shared or collaborative basis in such a single facility to do so at no cost to such organizations or at costs which are so substantially below market price as to be uncompetitive with those in the general market place the present facility is to be used in this way,0,"The mission focuses on providing office space and related services, which are secular activities and do not indicate any religious or faith-based motivation."
charity to the under privileged and life skills education,0,The mission focuses on charity and education without any religious or faith-based language.
to preserve and protect land surrounding the appalachian trail in maine for public benefit,0,The mission focuses on environmental preservation and public benefit without any religious or faith-based motivation.
we provide care for children from infants through eighth grade it is our purpose to provide a quality child-care program for community residents in addition to the 3 r's we provide religious instruction,1,"The mission mentions providing religious instruction, indicating a faith-based component."
community outreach,1,"The mission emphasizes community betterment, which is typical of faith-based charities."
pals mission is to optimize positive outcomes for,0,The mission focuses on optimizing positive outcomes without any religious or faith-based language.
support of haitian 52 churches and 45 pastors our objective is to allow the churches their leaders to work in progress founding of all of god s children orphanage in mirebalais haiti with phases i ii iii iv adoptions mission trips hurricanes relief support of deaf school and other miscellaneous and benevolence,1,"The mission mentions churches, pastors, and God, indicating a religious focus."
organization provides a unique opportunity for young string players to perform chamber music performances of various musical works is a primary goal of the program; additional study is provided into the historical and cultural context of the compositions,0,"The mission focuses on providing musical opportunities and education, which are secular activities."
distribute food to low income residents of austin,0,"The mission focuses on distributing food to low-income residents, which is a secular activity and does not indicate a religious motivation."
to provide affordable decent safe and sanitary dwellings apartments or other living accomodations for persons of low income,0,"The mission focuses on providing affordable housing for low-income individuals, which is a secular activity."
to cultivate a culture of pro bono service within the community dedicated to meeting the legal need of low-income families and individuals,0,"The mission focuses on providing legal services to low-income families and individuals, which is a secular activity."
the mission of the lancaster county junior golf tour is to provide junior golfers of central pennsylvania with a tournament golf environment emphasizing comeptition rules of golf golf culture sportsmanship and participant behavior,0,"The mission focuses on providing a tournament golf environment and emphasizes competition and sportsmanship, which are secular activities."
"to utilize swimming as a tool to mold young people dekalb aquatics swim team incorporated """"daq"""" is a competitive swim team which received its determination letter recognizing it as tax-exempt under section 501(c)(3) of the internal revenue code of 1986 as amended dated december 18 2002 daq is based in decatur georgia and currently serves approximately 200 youths daq's purpose is to train student athletes through high school to participate in local state regional and national swimming competitions in accordance with guidelines established by usa swimming the national governing body for the sport of swimming in addition to the above daq's goal is to use swimming as a tool to mold support and mentor young people into becoming outstanding citizens in support of that goal daq offers programs to suit every age (beginning at age 5) and skill level so that any child interested in joining the team can do so the team continues to accomplish its purposes both in and out of th",0,"The mission focuses on using swimming to train and mentor young people, which is a secular activity and does not mention any religious concepts."
to provide volunteer and emergency services to the huletts landing and surrounding area,0,"The mission focuses on providing volunteer and emergency services, which are secular activities and do not indicate a religious motivation."
the organization provides insurance for the children's hospital of philadelphia and certain affiliated tax-exempt organizations,0,"The mission focuses on providing insurance for a children's hospital and affiliated organizations, which is a secular activity."
hivaids education and awareness,0,"The mission focuses on education and awareness regarding HIV/AIDS, which is a secular activity."
to engage in fundraising activities that directly support the education of glen rock's children,0,The mission focuses on education and fundraising activities without any religious or faith-based motivation.
promote international goodwill and understanding thru the global sport of soccer and promote understanding of the role of the fdny during the terrorist attacks of sept 11th,0,"The mission focuses on promoting international goodwill and understanding through soccer, which is a secular activity, and does not mention any religious or faith-based concepts."
public education,0,The mission focuses on secular activities related to education and does not mention any religious or faith-based concepts.
the primary objective of the organization is to lend support to student body activity programs at franklin high school by encouraging school spirit citizenship academic excellence and physical growth through keen competition the organization encourages and supports good sportsmanship and promotes good relationships between the high school and other schools with which the students engage in extracurricular and academic activities,0,"The mission focuses on supporting student activities, school spirit, and sportsmanship, which are secular in nature."
assisted one individual and one charity suffering from financial hardship due to illness or death,0,"The mission focuses on assisting individuals and charities in financial hardship due to illness or death, which is a secular activity."
1) to operate exclusively for charitable purposes to alleviate poverty lessen the burdens of government and improve the economic conditions affecting border area citizens of the united states and mexico2) at all times and within such purposes to operate exclusively for charitable educational and scientific purposes within the meaning of section 501(c)(3) of the internal revenue code of 1986,0,"The mission focuses on charitable, educational, and economic improvement activities without any religious or faith-based language."
provide professional emergency services including fire prevention fire suppression rescue and basic life support,0,The mission focuses on providing emergency services and does not mention any religious or faith-based concepts.
to improve the community by providing financial an technical assistance,0,"The mission focuses on providing financial and technical assistance, which is a secular activity and does not indicate a religious motivation."
choral music performance,0,The mission focuses on a secular activity related to music performance and does not mention any religious or faith-based concepts.
provide religious education to children,1,"The mission mentions religious education, which is a clear reference to a faith-based activity."
to provide shelter to the disadvantged,1,"The mission emphasizes community betterment and serving the disadvantaged, which is typical of faith-based charities."
to provide day care and preschool to the community,0,"The mission focuses on providing day care and preschool services, which are secular activities."
community enrichment with emphasis on personal empowerment education and assistance,0,"The mission focuses on personal empowerment and education, which are secular activities."
to develop the mind soul and body of individuals,1,"The mission emphasizes the development of the 'soul', which suggests a spiritual or religious aspect."
school funding for programs & equipment,0,The mission focuses on educational funding and does not mention any religious or faith-based concepts.
promote the sanctity of life by serving women and their family in crisis in lafourche terrebonne assumption & other parishes,1,"The mission emphasizes serving women and families in crisis, which aligns with faith-based concepts of compassion and community betterment."
the marie a mansbach memorial student motivational educational program is dedicated to the principles of scholarship citizenship and responsibility mansbach scholars are ethnically diverse students chosen from those in the norfolk public school system who show great promise but are not yet stars through mentoring in mathematics writing quiet reading critical thinking reasoning and comprehension the mansbach scholars receive a strong academic foundation which prepares them for further education the foundation offers college scholarships to its scholars who have successfully completed the multi-year program and who have been accepted to college,0,The mission focuses on educational support and scholarship without any religious or faith-based elements.
the organization was created to accept donations from any outside source and in turn provide assistance to employees families and friends of travis county and the travis county sheriff's office in the case of emergencies or misfortunes of nature the organizations provides memorials scholarships other educational programs and support of any public safety project or program,0,"The mission focuses on providing assistance and support related to public safety and education, without any religious or faith-based motivation."
the abpa connects families of young children and supports additional fundraising for armstrong and bradfield kindergarten and first grade classes,0,"The mission focuses on supporting education and fundraising for kindergarten and first grade classes, which are secular activities."
primary exempt purpose to support the education health and welfare of students and families,0,"The mission focuses on education, health, and welfare without any religious or faith-based language."
theater performing arts school,0,The mission focuses on secular activities related to performing arts and does not mention any religious or faith-based concepts.
tobacco free allegheny's mission is to change the community norms surrounding tobacco making it uncommon to see use or be negatively affected by tobacco or tobacco smoke pollution (second hand and third hand smoke)as part of pennsylvania's tobacco prevention and control program our work is based on the best practices for comprehensive tobacco control programs published by the centers for disease control and prevention the goals identified are designed to guide programs in their effort to significantly decrease tobacco related morbidity mortality and economic costs,0,"The mission focuses on tobacco prevention and control, which is a secular public health initiative and does not mention any religious or faith-based concepts."
operate a civic & recreation center for pilot mountain and the surrounding area providing senior services child care fitness equipment fitness classes a basketball gym and youth sports,0,"The mission focuses on secular activities such as recreation, fitness, and child care without any religious or faith-based motivation."
educational services & presentations,0,"The mission focuses on educational services, which is a secular activity and does not indicate any religious motivation."
the foundation exists for the exclusive purpose of advancing the scientific literarycharitable and educational endeavors of tri-cities prep a catholic high school the foundation accomplishes this mission by raising receiving managing and distributing funds for the benefit of the school,1,"The mission mentions a Catholic high school, indicating a religious affiliation and purpose."
provide the cost to send 100 plus band members to band camp competitions and performances; as well as purchasing awards providing recognition plaques and provide accessories to band members who cannot afford such expenses on their own,0,"The mission focuses on supporting band members and their participation in competitions, which is a secular activity."
the foundation,0,The mission is too vague and does not indicate any religious or faith-based activities.
raise funds for support of aspen center for environmental studies a 501(c) (3) organization located in aspen colorado,0,"The mission focuses on raising funds for an environmental studies organization, which is a secular activity."
organization's mission or most significant activities to provide assistance guidance and information to individuals and families in situations of domestic violence basic needs and human rights by way of general legal medical and psychology professionals without regard to race gender religion language or disability,0,"The mission focuses on providing assistance and guidance in domestic violence situations and basic needs through legal, medical, and psychological support, which are secular activities."
"ncl was reorganizd and incorporated as national charity league inc in 1958 the first """"chapter day"""" was held in 1959; the first ncl convention was held the following year these meetings brought the growing membership together for an exchange of ideas and support vista oak chapter members (called patronesses are residents of alamo diablo and",0,The mission focuses on organizational history and community support without any religious or faith-based language.
the organization is affiliated with churches to provide community services to persons in need in the community the organization organizes and operates youth camps for christian youths to put their faith into action by assisting elderly and other needy persons with home repairs and maintenance,1,"The mission mentions churches and emphasizes faith-based activities, such as assisting others through Christian youth camps."
to organize establish own manage carry on operate maintain and franchise to others one or more schools and places of learning that provide instruction and education in and about the jewish religion history observances traditions philosophy culture the hebrew language the state of israel as well as to study related general and secular areas; to franchise and provide information to the foregoing schools pertinent to the curriculum organization operations and materials for the foregoing schools,1,"The mission explicitly mentions the Jewish religion, traditions, and philosophy, indicating a religious focus."
to support the mission of the pacific lutheran theological seminary primarily through raising funds for scholarships,1,"The mission mentions a theological seminary, indicating a religious focus."
increasing the numbers and capacity of leaders serving the agriculture natural resources and rural community sectors,0,"The mission focuses on leadership in agriculture and rural community sectors, which is a secular activity."
church,1,"The mission mentions 'church', which is a religious concept."
the mission of american pilgrims on the camino is to foster the enduring tradition of the camino by supporting its infrastructure by gathering pilgrims together and by providing information and encouragement to past and future pilgrims,0,"The mission focuses on supporting the infrastructure of the Camino and gathering pilgrims, which does not explicitly mention religious concepts or faith-based motivations."
treasures 4 teachers bridges the gap between the great need of teachers and resources available in the business community,0,The mission focuses on providing resources for teachers and does not mention any religious or faith-based concepts.
the educational and charitable purpose of stimulating promoting encouraging and sustaining public interest in and appreciation of various forms of music and art,0,"The mission focuses on promoting interest in music and art, which are secular activities."
construct housing for economically disadvantaged people,0,"The mission focuses on providing housing for economically disadvantaged people, which is a secular activity and does not mention any religious or faith-based motivation."
swwdc's mission is to prepare and promote a skilled and adaptive workforce for a thriving economy in southwest washington swwdc and its community partners provide job search assistance education and training to individuals and assist businesses to find and hire employees,0,"The mission focuses on workforce development and job assistance, which are secular activities."
charitable- medical and education aid,0,"The mission focuses on medical and education aid, which are secular activities."
tocarefortheneedsofdisadvantagedstudentstoincludehousingclothingfoodandeducation,0,"The mission focuses on providing basic needs and education for disadvantaged students, which is a secular activity."
to provide food and clothing to the needy,1,"The mission emphasizes serving the needy, which aligns with faith-based charity principles."
provide televised coverage of government other public affairs and events in illinois,0,"The mission focuses on providing televised coverage of government and public affairs, which is a secular activity."
bronx charter school for the arts is a public school founded on the principle that a rich and vibrant background in the arts is a key component of achieving academic excellence the school strives to serve as a model that encourages creativity and innovation in the classroom and inspires students to develop the intellectual and personal fortitude to realize their dreams,0,The mission focuses on education and the arts without any religious or faith-based references.
to inspire and empower at-risk african american male youth from single female headed households,0,"The mission focuses on inspiring and empowering at-risk youth, which is a secular activity and does not mention any religious concepts."
support for operating public charities engaged in the following: a medical research bcommunal programs & aid canimal rescue shelter & adoption dadvancing the welfare of the jewish community,1,"The mission mentions support for the welfare of the Jewish community, indicating a religious context."
to promote the welfare of children,0,The mission focuses on the welfare of children without any religious or faith-based language.
to help pregnant women,0,The mission focuses on a specific secular activity related to healthcare and does not mention any religious or faith-based concepts.
promote fellowship physical development of youth,0,"The mission focuses on physical development and fellowship for youth, which are secular activities."
to strengthen and expand the community development financial institutions field by promoting the field and work of cdfis advocating on behalf of the field and educating,0,"The mission focuses on community development financial institutions and advocacy, which are secular activities."
alveoli corporation dba lungs at work's mission is to provide screenings testingdiagnositic servicesrehabilitation training education treatment and counseling services to coal minors and their families who are at risk for or who have contracted black lung disease provide flu vacines to unwa clinics,0,"The mission focuses on healthcare services for coal miners and their families, with no mention of religious or faith-based concepts."
fundraising and sponsorships,0,"The mission focuses on fundraising and sponsorships, which are secular activities and do not indicate a religious or faith-based motivation."
to meet the individual needs of abused and neglected children our goal is to stabilize children by developing custom family plans and teaching foster families and biological parents how to develop coping skills and resources necessary for families to remain safe and healthy in their community our program delivery uses a wraparound approach wraparound is a philosphy and a planning process which identifies and works to create a custom fit of support and opportunity for the child and their family system this is accomplished by being client and family centered needs driven strength based and flexible the wraparound team supports foster children and families through culturally relevant individualized community based plans the family plan is designed to ensure safety in the community and achievement of the child and family's vision and goals for their future,0,"The mission focuses on providing support and resources for abused and neglected children and their families, emphasizing a secular approach to community safety and well-being."
to produce art and publish books of emerging international and forgotten artist and writers,0,"The mission focuses on producing art and publishing books, which are secular activities."
to provide affordable housing facilities to elderly persons and persons with disability,0,"The mission focuses on providing affordable housing, which is a secular activity and does not mention any religious or faith-based motivation."
northeast wilderness trust is a regional land trust working to preserve and restore forever-wild landscapes for wildlife and people in new york vermont new hampshire maine massachusetts and connecticut,0,"The mission focuses on preserving and restoring landscapes for wildlife and people, which is a secular activity related to environmental conservation."
clare oaks a life plan community exists to nourish celebrate and enhance the mind body and spirit,1,"The mission emphasizes enhancing the 'spirit', which suggests a focus on spiritual growth and well-being, aligning with religious concepts."
to advance the process of recovery from mental illness by strengthening the involvement of consumers and their families in the planning and delivery of services by reducing stigma and by increasing participation of persons with mental illness in the normal activites of life,0,"The mission focuses on mental health recovery and community involvement, which are secular activities."
to render financial assistance to mono county by financing refinancing acquiring constructing improving leasing selling or otherwise conveying public improvements and property of any kind through the issuance of certificates of participation or similar security arrangements,0,"The mission focuses on financial assistance and public improvements, which are secular activities."
protect and restore the chesapeake bay particularly the severn river,0,"The mission focuses on environmental protection and restoration, which is a secular activity."
education of children,0,"The mission focuses on education, which is a secular activity and does not indicate any religious motivation."
to provide free legal representation to individuals in chicago police custody educate the chicago community about constitutional law and advocate for reform of the criminal justice system,0,"The mission focuses on providing legal representation and educating the community about constitutional law, which are secular activities."
social service agency,0,The mission focuses on social services without any religious or faith-based context.
to promote and support education in east africa,0,"The mission focuses on education in East Africa, which is a secular activity and does not mention any religious or faith-based concepts."
support oakland artists,0,"The mission focuses on supporting artists, which is a secular activity and does not indicate any religious motivation."
to enhance medical and psychosocial services for cancer patients and support cancer research treatment efforts in our community,0,"The mission focuses on healthcare and support for cancer patients, which is a secular activity."
childcare for needy children in mexico,0,"The mission focuses on providing childcare, which is a secular activity and does not indicate a religious motivation."
support music education,0,"The mission focuses on music education, which is a secular activity and does not indicate any religious motivation."
to run a youth basketball program for sudbury ma residents in grades 3-8,0,"The mission focuses on a youth basketball program, which is a secular activity and does not mention any religious or faith-based concepts."
the fighting back scholarship program is a community of support and inspiration our mission is to provide financial assistance for post-rehabilitative exercise to individuals recovering from a life changing injury or illness and to recognize individuals at our annual achievement night for their courage desire and perseverance,0,"The mission focuses on providing financial assistance for post-rehabilitative exercise and recognizing individuals for their achievements, which are secular activities."
to be the positive role models mentors and father figures to at risk youth ages 7-18 to educate motivate and equip them with tools to overcome adversity space for healthy development and readiness for achievement of school and life success and empower the underserved to become productive member of our society law biding citizens in a thriving community city and state,0,"The mission focuses on mentoring and supporting at-risk youth, emphasizing education and community development without any religious or faith-based language."
raise money for handicapped children,0,"The mission focuses on raising money for handicapped children, which is a secular activity and does not mention any religious or faith-based concepts."
to employ youth at risk,0,"The mission focuses on employing youth at risk, which is a secular activity and does not indicate a religious or faith-based motivation."
"the organization is an association of churches and has as its religious mission to enable every child to hear the truth and have a choice to follow jesus the organization exists so all children might know that in christ are hidden all the treasures of wisdom and knowledge so whatever they do they will do it heartily as to the lord and not to men (col 2:3 3:23) in furtherance of the biblical admonition to """"train up a child in the way he should go"""" (prov 22:6) and command of jesus christ to """"go and make disciples teaching them """" (matt 28:19-20) the organization provides spiritual guidance resources and support to further the ekklesia's god given ministry and divine calling to train the next generation in accordance with biblical truth the ekklesia in education provides support to churches and believers to help equip students to serve god become leaders serve their families and positively impact their communities and the world",1,"The mission explicitly mentions Jesus, biblical teachings, and spiritual guidance, indicating a religious focus."
childcare and educational services,0,"The mission focuses on childcare and educational services, which are secular activities."
provide affordable dental care by providing qualified providers with low cost equipment,0,The mission focuses on providing affordable dental care and does not mention any religious or faith-based concepts.
fresh start youth center dba mollie's house strives to rescue provide a safe home and restore the lives of young victims of sexual exploitation and domestic trafficking we provide emergency placement,0,"The mission focuses on providing a safe home and support for victims of exploitation and trafficking, which is a secular activity."
